p_QNLEACHgl,gridID,1 Irrigated,2 Rainfed
719 I03483,I03483,5.3,-3.55
720 I03486,I03486,3.24,-3.41
721 I03487,I03487,-14.74,-42.89
722 I03488,I03488,-13.41,-8.09
723 I03489,I03489,-5.1,-6.37
724 I03490,I03490,11.98,-1.98
725 I03491,I03491,1.7,-2.6
726 I03492,I03492,3.07,-2.74
727 I03493,I03493,8.73,-1.44
728 I03494,I03494,10.29,-3.24
729 I03495,I03495,0.3,-3
730 I03496,I03496,-5.87,-1.54
731 I03497,I03497,-7.67,-1.3
732 I03498,I03498,-5.7,-1.45
733 I03500,I03500,15.23,-18.09
734 I03517,I03517,10.62,-1.22
735 I03518,I03518,5.26,-9.31
736 I03519,I03519,6.36,-9.65
737 I03528,I03528,1.64,-14.7
738 I03529,I03529,3.74,-16.71
739 I03530,I03530,2.45,-16.58
740 I03536,I03536,11.12,-5
741 I03537,I03537,12.19,-4.69
742 I03538,I03538,6.83,-11.18
743 I03539,I03539,8.68,-4.84
744 I03564,I03564,-5.54,-44.92
745 I03565,I03565,-13.12,-2.53
746 I03566,I03566,-14.16,-3
747 I03567,I03567,-7.37,-2.65
748 I03571,I03571,-13.02,-2.78
749 I03572,I03572,-13.94,-0.23
750 I03573,I03573,-7.72,-42.51
751 I03574,I03574,-5.67,-1.56
752 I03575,I03575,10.96,-46.76
753 I03576,I03576,14.6,-3.13
754 I03577,I03577,-8.06,-1.05
755 I03578,I03578,1.08,-3.73
756 I03579,I03579,-6.42,-0.69
757 I03580,I03580,-5.62,-0.58
758 I03581,I03581,-1.15,-5.81
759 I03582,I03582,4.45,-3.71
760 I03584,I03584,16.59,-6.23
761 I03603,I03603,11.96,-16.03
762 I03604,I03604,4.98,-14.77
763 I03651,I03651,-5.68,-2.71
764 I03652,I03652,-11.26,-0.08
765 I03653,I03653,0.4,-8.91
766 I03654,I03654,11.45,-17.65
767 I03655,I03655,-1.5,-2.75
768 I03656,I03656,13.54,-17.5
769 I03658,I03658,-12.43,-3.2
770 I03659,I03659,-11.24,-2.85
771 I03660,I03660,-14.77,-42.32
772 I03661,I03661,8.38,-2.27
773 I03662,I03662,-5.26,-2.35
774 I03663,I03663,1.93,-1.57
775 I03664,I03664,11.65,-0.34
776 I03665,I03665,-3.53,-5.25
777 I03666,I03666,3.2,-11.22
778 I03667,I03667,-2.98,-1.79
779 I03668,I03668,-1.97,-1.75
780 I03669,I03669,10.06,-14.52
781 I03670,I03670,-3.73,-3.55
782 I03671,I03671,16.33,-6.96
783 I03672,I03672,17.92,-17.64
784 I03688,I03688,4.87,-10.08
785 I03689,I03689,4.71,-9.03
786 I03690,I03690,5.75,-16.4
787 I03707,I03707,-12.87,-2.32
788 I03731,I03731,-2.94,-1.4
789 I03737,I03737,-14.27,-3.27
790 I03738,I03738,-3.37,-3.09
791 I03739,I03739,16.65,-47.49
792 I03740,I03740,10.94,-0.64
793 I03741,I03741,1.25,-2.72
794 I03742,I03742,-3.03,-5.01
795 I03743,I03743,-4.42,-4.42
796 I03744,I03744,1.92,-2.45
797 I03745,I03745,-3.71,-1.51
798 I03746,I03746,-5.21,-1.13
799 I03747,I03747,-3.74,-3.93
800 I03750,I03750,-2.41,-2.02
801 I03775,I03775,-12.28,-2.93
802 I03776,I03776,-11.85,-3.02
803 I03808,I03808,8.2,-4.78
804 I03811,I03811,-6,-2.03
805 I03812,I03812,9.21,-5.18
806 I03813,I03813,15.44,-17.94
807 I03814,I03814,-4.52,-4.37
808 I03815,I03815,14.76,-16.75
809 I03816,I03816,-0.03,-2.82
810 I03818,I03818,-5.09,-2.83
811 I03821,I03821,-11.6,-43.72
812 I03846,I03846,-10.9,-3.94
813 I03848,I03848,7.87,-19.2
814 I03849,I03849,-1.36,-3.8
815 I03850,I03850,-2.58,-3.4
816 I03851,I03851,-14.44,-1.48
817 I03875,I03875,-8.78,-2.83
818 I03876,I03876,-8.88,-9.32
819 I03877,I03877,-9.58,-2.05
820 I03878,I03878,1.03,-2.84
821 I03882,I03882,4.96,-11.52
822 I03885,I03885,-25.35,-3.7
823 I03909,I03909,16.78,-18.32
824 I03910,I03910,-1.29,-13.14
825 I03911,I03911,-11.49,-3.19
826 I03912,I03912,-10.39,-3.62
827 I03939,I03939,-2.45,-0.04
828 I03942,I03942,9.41,-5.35
829 I03943,I03943,-13.38,-0.98
830 I03944,I03944,2.72,-2.03
831 I03953,I03953,-1.07,-6.94
832 I03962,I03962,-13.14,-2.9
833 I03974,I03974,7.9,-13.08
834 I04002,I04002,0.68,-3.2
835 I04003,I04003,-46.42,-0.77
836 I04005,I04005,-0.03,-8.09
837 I04006,I04006,-8.98,-3.35
838 I04018,I04018,-12.94,-5.68
839 I04042,I04042,3.77,-15.33
840 I04065,I04065,-0.89,-1.62
841 I04127,I04127,3.48,-3.39
842 I04129,I04129,13.58,-5.02
843 I04130,I04130,-48.94,-3.85
844 I04190,I04190,13.2,-5.23
845 I04191,I04191,8.52,-4.57
846 I04203,I04203,-2.95,-8.01
847 I04205,I04205,0.79,-12.98
848 I04263,I04263,-3.6,-4.52
849 I04264,I04264,-1.68,-6.17
850 I04384,I04384,-5.12,-4.02
851 I04389,I04389,18.85,-50.1
852 I04447,I04447,-6.18,-3.61
853 I04462,I04462,-14.62,-2.12
854 I04491,I04491,-0.02,-2.37
855 I04551,I04551,14.31,-3.72
856 I04591,I04591,-10.66,-3.84
857 I04659,I04659,-8.18,-2.75
858 I04753,I04753,-4.07,-1.22
859 I04754,I04754,-8.83,0.41
860 I04807,I04807,-6.25,-0.83
861 I04810,I04810,-6.17,-0.52
862 I04811,I04811,-2.14,-5.08
863 I04862,I04862,-9,0.27
864 I04863,I04863,-6.65,-2.81
865 I04864,I04864,-8.23,0.19
866 I04865,I04865,-4.67,-1.16
867 I04932,I04932,-8.4,-41.03
868 I04933,I04933,-9.06,0.28
869 I04934,I04934,-4.73,-1.18
870 I04935,I04935,-6.46,-2.39
871 I05005,I05005,-9.49,0.27
872 I05006,I05006,-6.05,-0.81
873 I05007,I05007,-9.02,0.4
874 I05008,I05008,-8.77,0.37
875 I05077,I05077,-8.79,0.41
876 I05078,I05078,-7.34,-1.11
877 I05080,I05080,6.4,-13.64
878 I05081,I05081,-8.94,0.28
879 I05085,I05085,-8.19,0.27
880 I05157,I05157,14.32,-4.42
881 I05158,I05158,-6.09,-0.81
882 I05159,I05159,-7.05,-1.85
883 I05160,I05160,-9.23,0.27
884 I05161,I05161,-7.33,-2.8
885 I05162,I05162,-4.33,-1.38
886 I05164,I05164,12.97,-2.48
887 I05165,I05165,2.77,-2.77
888 I05168,I05168,-4.56,-1.15
889 I05229,I05229,-8.45,0.32
890 I05230,I05230,7.54,-4.43
891 I05231,I05231,-7.23,-2.27
892 I05232,I05232,-9.09,0.41
893 I05233,I05233,-7.8,-1.07
894 I05234,I05234,-8.89,0.41
895 I05235,I05235,-5.18,-3.85
896 I05236,I05236,-7,-0.57
897 I05237,I05237,7.88,-4.65
898 I05238,I05238,4.83,-2.94
899 I05298,I05298,12.38,-2.44
900 I05299,I05299,-0.27,-2.32
901 I05300,I05300,1.45,-2.55
902 I05301,I05301,20.41,-3.73
903 I05302,I05302,1.81,-4.73
904 I05303,I05303,26.61,-3.95
905 I05304,I05304,-0.29,-2.42
906 I05305,I05305,-11.59,0.12
907 I05306,I05306,-6.23,-2.86
908 I05307,I05307,-9.23,0.14
909 I05308,I05308,14.5,-3.43
910 I05365,I05365,14.21,-4.09
911 I05366,I05366,0.75,-42.21
912 I05367,I05367,-0.25,-36.32
913 I05368,I05368,10.99,-3.2
914 I05369,I05369,-0.35,-1.85
915 I05370,I05370,24.03,-4.84
916 I05371,I05371,10.23,-3.33
917 I05372,I05372,10.19,-4.66
918 I05373,I05373,13.46,-3.85
919 I05374,I05374,15.69,-47.18
920 I05375,I05375,23.82,-47.94
921 I05431,I05431,23.25,-3.97
922 I05432,I05432,2.17,-42.08
923 I05433,I05433,-0.28,-2.29
924 I05434,I05434,3.75,-3.17
925 I05435,I05435,4.51,-2.64
926 I05436,I05436,21.76,-3.7
927 I05437,I05437,2.8,-2.6
928 I05438,I05438,13.37,-3.95
929 I05440,I05440,18.5,-3.51
930 I05441,I05441,23.37,-3.9
931 I05442,I05442,17.82,-48.77
932 I05488,I05488,19.77,-3.68
933 I05489,I05489,29.2,-47.96
934 I05490,I05490,15.76,-23.15
935 I05491,I05491,27.19,-3.97
936 I05492,I05492,20.7,-3.54
937 I05493,I05493,2.11,-2.5
938 I05494,I05494,1.28,-41.7
939 I05495,I05495,-0.31,-2.26
940 I05497,I05497,3.67,-2.52
941 I05500,I05500,24.17,-3.78
942 I05501,I05501,26.24,-4.09
943 I05548,I05548,21.34,-3.73
944 I05549,I05549,22.34,-4.23
945 I05550,I05550,22.37,-3.61
946 I05551,I05551,24.73,-4.86
947 I05552,I05552,9.26,-3.06
948 I05553,I05553,9.92,-3.06
949 I05554,I05554,24.03,-2.97
950 I05555,I05555,15.97,-48.03
951 I05556,I05556,9.24,-5.99
952 I05558,I05558,0.54,-36.31
953 I05560,I05560,25.1,-4.61
954 I05593,I05593,19.06,-3.69
955 I05594,I05594,17.52,-4.12
956 I05595,I05595,26.59,-3.84
957 I05596,I05596,10.81,-2.96
958 I05597,I05597,27.44,-3.55
959 I05598,I05598,9.93,-2.85
960 I05599,I05599,26.64,-4.02
961 I05600,I05600,24.52,-4.01
962 I05641,I05641,17.01,-3.36
963 I05642,I05642,20.31,-46.17
964 I05643,I05643,12.41,-3.12
965 I05644,I05644,25.4,-47.22
966 I05645,I05645,22.05,-46.32
967 I05646,I05646,6.83,-2.77
968 I05647,I05647,14.43,-8.14
969 I05648,I05648,12.64,-3.68
970 I05649,I05649,5.51,-2.66
971 I05650,I05650,12.73,-2.89
972 I05684,I05684,14.79,-3.39
973 I05688,I05688,26.61,-47.21
974 I05689,I05689,18.52,-3.49
975 I05690,I05690,20.12,-3.64
976 I05691,I05691,21.41,-3.5
977 I05692,I05692,-0.27,-2.86
978 I05694,I05694,21.13,-2.96
979 I05728,I05728,9.26,-2.72
980 I05729,I05729,14.51,-3.61
981 I05730,I05730,14.84,-45.77
982 I05733,I05733,27.23,-3.95
983 I05734,I05734,17.53,-3.48
984 I05735,I05735,24.59,-3.72
985 I05736,I05736,26.33,-3.68
986 I05737,I05737,22.49,-3.51
987 I05739,I05739,3.88,-2.24
988 I05776,I05776,8.18,-2.7
989 I05777,I05777,9.38,-44.1
990 I05819,I05819,17.58,-3.4
991 I05820,I05820,5.54,-2.69
992 I05821,I05821,2.97,-2.65
993 I05852,I05852,9.97,-3.05
994 I05853,I05853,15.1,-3.37
995 I05883,I05883,11.22,-3.07
996 I05884,I05884,6.53,-3.29
997 I05885,I05885,8.43,-2.82
998 I05887,I05887,28.74,-3.07
999 I05888,I05888,30.36,-3.65
1000 I05917,I05917,10.23,-3.1
1001 I05918,I05918,13.7,-16.19
1002 I05919,I05919,5.14,-6.67
1003 I05920,I05920,28.3,-4.01
1004 I05921,I05921,16.78,-48.26
1005 I05922,I05922,30.24,-3.93
1006 I05950,I05950,20.01,-3.9
1007 I05951,I05951,10.51,-43.88
1008 I05952,I05952,11.98,-3.13
1009 I05953,I05953,23.1,-3.86
1010 I05978,I05978,11.44,-3.13
1011 I05979,I05979,22.6,-3.95
1012 I05980,I05980,12.44,-3.27
1013 I05981,I05981,14.49,-3.37
1014 I05982,I05982,4.38,-2.89
1015 I06000,I06000,12.3,-3.39
1016 I06001,I06001,19.23,-3.62
1017 I06002,I06002,-0.22,-42.75
1018 I06022,I06022,11,-2.9
1019 I06023,I06023,12.85,-2.04
1020 I06048,I06048,21.69,-3.19
1021 I06049,I06049,24.6,-4.74
1022 I06073,I06073,9.24,-3.25
1023 I06074,I06074,5.87,-1.67
1024 I06075,I06075,8.22,-2.2
1025 I06099,I06099,29.5,-4.25
1026 I06100,I06100,9.77,-3.43
1027 I06101,I06101,10.63,-2.6
1028 I06119,I06119,12.52,-2.75
1029 I06129,I06129,12.34,-3.05
1030 I06130,I06130,30.68,-4.2
1031 I06131,I06131,7.78,-2.99
1032 I06143,I06143,29.8,-4.11
1033 I06144,I06144,15.25,-4.06
1034 I06147,I06147,16.42,-2.87
1035 I06148,I06148,16.37,-2.44
1036 I06149,I06149,8.88,-2.55
1037 I06159,I06159,11.98,-7.08
1038 I06160,I06160,12.26,-4.55
1039 I06161,I06161,19.05,-3.56
1040 I06162,I06162,9.36,-45.71
1041 I06163,I06163,6.41,-2.75
1042 I06164,I06164,6.96,-2.89
1043 I06165,I06165,13.87,-3.36
1044 I06166,I06166,10.88,-3.15
1045 I06167,I06167,3.19,-4.65
1046 I06180,I06180,14.74,-4.54
1047 I06181,I06181,8.26,-7.21
1048 I06182,I06182,9.01,-45.4
1049 I06183,I06183,7.44,-3.26
1050 I06184,I06184,3.12,-2.63
1051 I06185,I06185,9.38,-3.13
1052 I06186,I06186,10.06,-6.94
1053 I06205,I06205,7.94,-44.71
1054 I06206,I06206,10.74,-46.05
1055 I06207,I06207,8.42,-45.42
1056 I06208,I06208,9.25,-2.9
1057 I06209,I06209,19.98,-4.09
1058 I06210,I06210,6.82,-3.22
1059 I06211,I06211,11.23,-3.18
1060 I06212,I06212,2.08,-2.51
1061 I06236,I06236,10.25,-45.42
1062 I06237,I06237,12.12,-46.52
1063 I06238,I06238,3.94,-43.57
1064 I06239,I06239,6.74,-40.08
1065 I06240,I06240,11.47,-3.46
1066 I06241,I06241,11.8,-3.6
1067 I06242,I06242,7.41,-3.26
1068 I06243,I06243,15.4,-45.94
1069 I06269,I06269,13.78,-3.34
1070 I06270,I06270,12.07,-3.23
1071 I06271,I06271,8.19,-3.29
1072 I06272,I06272,9.01,-45.48
1073 I06273,I06273,7.56,-45.09
1074 I06274,I06274,12.58,-41.29
1075 I06275,I06275,5.64,-2.98
1076 I06276,I06276,10.18,-40.29
1077 I06277,I06277,12.08,-3.26
1078 I06278,I06278,24.88,-4.03
1079 I06301,I06301,14.64,-3.5
1080 I06302,I06302,5.42,-7.83
1081 I06303,I06303,8.56,-45.43
1082 I06304,I06304,10.3,-46.01
1083 I06305,I06305,11.88,-42.68
1084 I06306,I06306,13.02,-3.02
1085 I06308,I06308,13.61,-44.3
1086 I06309,I06309,12.53,-4.01
1087 I06330,I06330,9.38,-45.28
1088 I06331,I06331,8.54,-3.4
1089 I06332,I06332,10.84,-46.78
1090 I06333,I06333,9.91,-3.53
1091 I06334,I06334,15.82,-3.61
1092 I06335,I06335,13.53,-46.26
1093 I06336,I06336,14.6,-16.26
1094 I06337,I06337,14.92,-44.64
1095 I06338,I06338,17.47,-3.57
1096 I06365,I06365,8.99,-45.4
1097 I06366,I06366,5.12,-3.04
1098 I06367,I06367,15.35,-46.02
1099 I06368,I06368,12.11,-3.22
1100 I06369,I06369,15.11,-7.93
1101 I06370,I06370,8.56,-3.48
1102 I06371,I06371,5.66,-39.01
1103 I06372,I06372,24.1,-4.19
1104 I06373,I06373,17.98,-48.65
1105 I06404,I06404,9.35,-3.84
1106 I06405,I06405,6.75,-3.2
1107 I06406,I06406,15.45,-45.95
1108 I06407,I06407,8.86,-3.41
1109 I06408,I06408,10.99,-2.78
1110 I06409,I06409,13.5,-3.05
1111 I06410,I06410,7.49,-4.07
1112 I06435,I06435,10.45,-3.72
1113 I06436,I06436,11.98,-5.14
1114 I06453,I06453,31.86,-10.88
1115 I06454,I06454,8.37,-45.39
1116 I06455,I06455,10.91,-46.35
1117 I06456,I06456,9.12,-3.55
1118 I06457,I06457,16.11,-46.02
1119 I06458,I06458,9.9,-3.89
1120 I06460,I06460,16.44,-3.25
1121 I06461,I06461,31.67,-48.62
1122 I06485,I06485,4.35,-4.3
1123 I06486,I06486,10.65,-4.8
1124 I06487,I06487,13.63,-4.78
1125 I06503,I06503,31.64,-4.04
1126 I06504,I06504,8.16,-44.83
1127 I06505,I06505,11.4,-46.55
1128 I06506,I06506,6.02,-3.07
1129 I06510,I06510,17.18,-42.71
1130 I06511,I06511,6.6,-3.05
1131 I06530,I06530,12.07,-4.73
1132 I06534,I06534,17.25,-4.32
1133 I06545,I06545,11.47,-16.16
1134 I06546,I06546,2,-4.18
1135 I06549,I06549,13.56,-4.34
1136 I06550,I06550,10.11,-3.3
1137 I06551,I06551,13.3,-3.29
1138 I06552,I06552,13.06,-4.22
1139 I06553,I06553,0.9,-2.58
1140 I06580,I06580,13.08,-4.81
1141 I06581,I06581,11.75,-4.99
1142 I06584,I06584,15.33,-3.79
1143 I06596,I06596,11.88,-2.28
1144 I06606,I06606,2.51,-2.95
1145 I06607,I06607,12.45,-3.16
1146 I06608,I06608,9.39,-2.66
1147 I06609,I06609,1.1,-2.65
1148 I06610,I06610,18.97,-3.51
1149 I06611,I06611,10.74,-3.53
1150 I06612,I06612,15.06,-44.76
1151 I06614,I06614,14.2,-2.89
1152 I06655,I06655,8.57,-3.24
1153 I06656,I06656,12.17,-3.65
1154 I06657,I06657,15.73,-46.11
1155 I06658,I06658,8.93,-3.07
1156 I06659,I06659,12.55,-3.67
1157 I06660,I06660,8.76,-45.76
1158 I06661,I06661,5.28,-43.54
1159 I06662,I06662,16.09,-4.41
1160 I06663,I06663,16.76,-5.85
1161 I06689,I06689,22.53,-2.43
1162 I06690,I06690,16.61,-3.94
1163 I06691,I06691,9.77,-46.18
1164 I06692,I06692,18.41,-6.91
1165 I06693,I06693,5.32,-2.79
1166 I06694,I06694,9.39,-46.31
1167 I06695,I06695,14.11,-3.26
1168 I06696,I06696,8.34,-2.97
1169 I06728,I06728,15.23,-3.26
1170 I06729,I06729,9.54,-45.92
1171 I06730,I06730,17.07,-2.51
1172 I06731,I06731,11.53,-3.42
1173 I06732,I06732,8.2,-3.39
1174 I06733,I06733,13.29,-47.32
1175 I06734,I06734,8.23,-45.59
1176 I06769,I06769,9.17,-44.77
1177 I06770,I06770,22.07,-4.24
1178 I06771,I06771,11.32,-1.92
1179 I06772,I06772,9.7,-3.16
1180 I06773,I06773,22.27,-47.72
1181 I06800,I06800,-49.19,-15.05
1182 I06808,I06808,7.31,-2.61
1183 I06809,I06809,9.48,-3.54
1184 I06810,I06810,11.34,-3.73
1185 I06811,I06811,13.79,-3.7
1186 I06812,I06812,9.47,-3.18
1187 I06845,I06845,19.06,-3.05
1188 I06848,I06848,9.41,-2.99
1189 I06850,I06850,11.45,-2.72
1190 I06882,I06882,13.35,-3.12
1191 I06883,I06883,12.39,-3.66
1192 I06908,I06908,13.63,-4.39
1193 I06922,I06922,9.88,-3.57
1194 I06924,I06924,14.11,-3.12
1195 I06927,I06927,7.23,-3.19
1196 I06928,I06928,9.01,-3.42
1197 I06951,I06951,11.76,-9.51
1198 I06961,I06961,21.47,-2.94
1199 I06963,I06963,9.87,-3.38
1200 I06964,I06964,22.45,-3.7
1201 I06965,I06965,1.51,-42.5
1202 I06966,I06966,9.06,-3.03
1203 I07003,I07003,-5.94,-3.22
1204 I07004,I07004,12.18,-3.54
1205 I07008,I07008,5.8,-1.34
1206 I07034,I07034,-1.92,-15.11
1207 I07036,I07036,15.28,-16.82
1208 I07037,I07037,16.82,-5.33
1209 I07038,I07038,15.15,-5.35
1210 I07044,I07044,7.62,-3.1
1211 I07045,I07045,15.44,-3.19
1212 I07046,I07046,8.11,-3.14
1213 I07077,I07077,4.94,-3.22
1214 I07078,I07078,10.4,-13.44
1215 I07088,I07088,11.55,-3.11
1216 I07112,I07112,12.91,-8.6
1217 I07118,I07118,7.5,-0.58
1218 I07130,I07130,9.71,-3.44
1219 I07197,I07197,11.4,-7.9
1220 I07201,I07201,12.07,-0.1
1221 I07210,I07210,21.07,-4.47
1222 I07212,I07212,9.13,-5.07
1223 I07213,I07213,15.23,-17.93
1224 I07214,I07214,15.34,-6.64
1225 I07215,I07215,10.47,-15.21
1226 I07216,I07216,15.39,-4.32
1227 I07222,I07222,3.44,-5.04
1228 I07265,I07265,9.85,-9.62
1229 I07273,I07273,18.45,-5.22
1230 I07277,I07277,15.33,-6.33
1231 I07278,I07278,5.58,-4.49
1232 I07279,I07279,8.13,-5.09
1233 I07280,I07280,7.04,-4.53
1234 I07295,I07295,9.82,-3.51
1235 I07331,I07331,13.03,-8.52
1236 I07339,I07339,16.1,-5.77
1237 I07340,I07340,14.84,-5.62
1238 I07358,I07358,18.65,-4.4
1239 I07359,I07359,10.7,0.7
1240 I07397,I07397,6.24,-0.38
1241 I07398,I07398,10.79,-0.42
1242 I07399,I07399,9.68,0.15
1243 I07405,I07405,15.05,-17.96
1244 I07406,I07406,12.37,-6.55
1245 I07407,I07407,11.09,-15.73
1246 I07408,I07408,11.33,-5.88
1247 I07410,I07410,16.31,-16.16
1248 I07411,I07411,14.78,-16.09
1249 I07420,I07420,-0.6,-3.58
1250 I07473,I07473,11.31,-1.06
1251 I07474,I07474,9.85,-1.16
1252 I07475,I07475,8.81,-6.31
1253 I07483,I07483,6.83,-13.06
1254 I07484,I07484,10.86,-5.12
1255 I07486,I07486,7.31,-5.33
1256 I07487,I07487,13.24,-6.17
1257 I07489,I07489,14.41,-5.52
1258 I07490,I07490,8.28,-5.17
1259 I07493,I07493,4.54,-3.53
1260 I07556,I07556,13.76,-8.92
1261 I07558,I07558,11.97,-0.49
1262 I07569,I07569,14.68,-5.9
1263 I07571,I07571,5.85,-4.37
1264 I07572,I07572,10.64,-17.81
1265 I07577,I07577,-0.46,-4.84
1266 I07578,I07578,-3.59,-3.95
1267 I07579,I07579,-1.32,-3.97
1268 I07642,I07642,12.49,-0.39
1269 I07643,I07643,11.69,-0.67
1270 I07644,I07644,11.37,-8.13
1271 I07652,I07652,3.41,-5.43
1272 I07654,I07654,6.18,-3.26
1273 I07656,I07656,-0.68,-4.83
1274 I07657,I07657,-3.18,-4.43
1275 I07658,I07658,-1.76,-4.75
1276 I07659,I07659,4.5,-3.79
1277 I07661,I07661,-1.98,-4.37
1278 I07725,I07725,8.66,-6.29
1279 I07726,I07726,9.12,0.34
1280 I07737,I07737,3.31,-4.36
1281 I07738,I07738,7.47,-5.4
1282 I07749,I07749,9.31,-5.4
1283 I07752,I07752,-2.69,-4.69
1284 I07753,I07753,-2.02,-4.71
1285 I07754,I07754,-7.82,-3.16
1286 I07755,I07755,-7.19,-3.26
1287 I07810,I07810,7.2,0.86
1288 I07811,I07811,9.66,-7.25
1289 I07812,I07812,10.64,-8.08
1290 I07813,I07813,8.65,-6.9
1291 I07814,I07814,5.21,0.79
1292 I07822,I07822,9.92,-5.34
1293 I07823,I07823,5.06,-5.11
1294 I07833,I07833,3.26,-11.98
1295 I07840,I07840,-1.16,-3.95
1296 I07841,I07841,6.27,-5.23
1297 I07842,I07842,-6.41,-4.41
1298 I07843,I07843,-1.51,-4.75
1299 I07844,I07844,-3.16,-4.66
1300 I07845,I07845,10.55,-5.56
1301 I07846,I07846,9.05,-3.64
1302 I07848,I07848,1.53,-4.98
1303 I07852,I07852,16.36,-3.34
1304 I07907,I07907,9.64,0.02
1305 I07908,I07908,6.58,-4.89
1306 I07910,I07910,8.93,-15.15
1307 I07926,I07926,11.83,-7.96
1308 I07927,I07927,2.68,-4.36
1309 I07928,I07928,2.05,-3.93
1310 I07932,I07932,5.33,-5.23
1311 I07938,I07938,1.16,-13.53
1312 I07939,I07939,-12.78,-3.15
1313 I07941,I07941,-19.34,-3.08
1314 I07942,I07942,-10,-3.58
1315 I07943,I07943,13.15,-5.55
1316 I07944,I07944,14.07,-4.96
1317 I07945,I07945,2.18,-3.81
1318 I07949,I07949,-1.72,-3.36
1319 I07950,I07950,-6.97,-3.37
1320 I07951,I07951,-6.73,-3.47
1321 I07952,I07952,-1.43,-4.23
1322 I07953,I07953,-12.75,-2.58
1323 I07954,I07954,21.84,-5.4
1324 I07955,I07955,10.3,-3.03
1325 I07956,I07956,17,-3.57
1326 I08015,I08015,7.61,0.15
1327 I08016,I08016,3.29,1.34
1328 I08023,I08023,11.38,-8.69
1329 I08028,I08028,12.55,-17.89
1330 I08029,I08029,4.27,-14.54
1331 I08030,I08030,-1.04,-4.85
1332 I08031,I08031,-10.99,-3.09
1333 I08032,I08032,-0.67,-15.77
1334 I08033,I08033,-0.11,-4.89
1335 I08035,I08035,5.73,-5.68
1336 I08036,I08036,-5.26,-3.65
1337 I08037,I08037,0.69,-4.95
1338 I08038,I08038,0.65,-5.72
1339 I08039,I08039,-0.15,-16.74
1340 I08040,I08040,0.96,-5.8
1341 I08041,I08041,-7.69,-4.11
1342 I08045,I08045,-11.35,-3.11
1343 I08046,I08046,11.56,-3.98
1344 I08048,I08048,19.13,-4.33
1345 I08051,I08051,-11.73,-3.47
1346 I08052,I08052,-0.39,-4.9
1347 I08053,I08053,1.35,-5.01
1348 I08054,I08054,-1.69,-4.73
1349 I08055,I08055,-4.24,-4.07
1350 I08056,I08056,-8.57,-3.42
1351 I08057,I08057,12.17,-9.04
1352 I08058,I08058,18.16,-3.58
1353 I08114,I08114,6.86,0.47
1354 I08115,I08115,10.52,-0.24
1355 I08118,I08118,11.75,-7.68
1356 I08121,I08121,4.98,-4.43
1357 I08122,I08122,-11.13,-3.89
1358 I08123,I08123,3.05,-5.17
1359 I08126,I08126,15.77,-4.47
1360 I08128,I08128,6.21,-5.01
1361 I08136,I08136,0.68,-3.64
1362 I08137,I08137,5.95,-5.3
1363 I08138,I08138,2.67,-4.56
1364 I08139,I08139,3.65,-5.09
1365 I08140,I08140,5.21,-5.21
1366 I08141,I08141,-1.33,-3.6
1367 I08142,I08142,11.77,-8.83
1368 I08143,I08143,14.79,-2.47
1369 I08147,I08147,14.16,-5.85
1370 I08200,I08200,6.15,0.52
1371 I08204,I08204,7.06,1.07
1372 I08205,I08205,10.94,-0.05
1373 I08206,I08206,10.25,0.66
1374 I08208,I08208,11.09,-1.02
1375 I08211,I08211,3.6,-3.08
1376 I08212,I08212,-12.04,-3.53
1377 I08217,I08217,-2.9,-4.37
1378 I08218,I08218,-9.4,-3.11
1379 I08219,I08219,-5.76,-4.15
1380 I08221,I08221,-2.09,-3.45
1381 I08222,I08222,1.88,-4.52
1382 I08223,I08223,-3.99,-4.55
1383 I08224,I08224,8.1,-4.45
1384 I08231,I08231,9.42,-1.99
1385 I08232,I08232,8.91,0.25
1386 I08288,I08288,9.17,-0.22
1387 I08289,I08289,6.26,0.46
1388 I08291,I08291,7.16,0.65
1389 I08292,I08292,10.27,-6.4
1390 I08295,I08295,19,-5.66
1391 I08296,I08296,21.07,-5.34
1392 I08298,I08298,-6.23,-3.46
1393 I08302,I08302,-1.33,-3.7
1394 I08304,I08304,0.85,-4.95
1395 I08305,I08305,-6.18,-4.04
1396 I08306,I08306,-2.26,-4.55
1397 I08366,I08366,7.26,-5.78
1398 I08368,I08368,4.33,1.44
1399 I08369,I08369,5.53,0.8
1400 I08372,I08372,5.75,1.29
1401 I08373,I08373,9.55,-0.3
1402 I08375,I08375,-48.98,-16.67
1403 I08376,I08376,21.24,-4.64
1404 I08378,I08378,5.32,-4.83
1405 I08379,I08379,-0.5,-4.12
1406 I08384,I08384,-3.2,-4.01
1407 I08389,I08389,12.37,-4.41
1408 I08449,I08449,6.14,-6.29
1409 I08539,I08539,13.66,-6.15
1410 I08548,I08548,1.58,-26.51
1411 I08881,I08881,14.95,-4.49
1412 I08882,I08882,16.48,-4.21
1413 I08931,I08931,15.34,-4.2
1414 I08932,I08932,11.4,-5.18
1415 I08933,I08933,11.93,-17.82
1416 I08982,I08982,12.37,-4.18
1417 I08983,I08983,10.38,-6.04
1418 I09248,I09248,7.99,0.13
1419 I09259,I09259,4.23,-4.88
1420 I09260,I09260,16.54,-16.78
1421 I09296,I09296,-11.52,5.22
1422 I09317,I09317,6.75,-5.2
1423 I09318,I09318,16.95,-17.56
1424 I09357,I09357,15.67,-1.72
