p_QNLEACHgl,gridID,1 Irrigated,2 Rainfed
35918 I59184,I59184,5.36,-11.82
35919 I59185,I59185,4.6,-12.22
35920 I59186,I59186,3.17,-12.83
35921 I59187,I59187,2.25,-12.57
35922 I59188,I59188,2.94,-13.21
35923 I59189,I59189,4.41,-12.23
35924 I59190,I59190,3.41,-12.2
35925 I59191,I59191,3.89,-11.85
35926 I59192,I59192,3.97,-11.83
35927 I59193,I59193,4.1,-11.62
35928 I59194,I59194,4.93,-11.27
35929 I59195,I59195,5.02,-11.67
35930 I59196,I59196,4.87,-11.32
35931 I59197,I59197,4.79,-10.47
35932 I59198,I59198,5.3,-10.52
35933 I59199,I59199,5.28,-10.45
35934 I59200,I59200,3.33,-9.88
35935 I59201,I59201,6.15,-10.49
35936 I59202,I59202,5.16,-12.32
35937 I59203,I59203,0.02,-14.66
35938 I59204,I59204,1.2,-13.93
35939 I59205,I59205,-1.25,-15.88
35940 I59206,I59206,1.62,-13.62
35941 I59207,I59207,-0.88,-11.86
35942 I59208,I59208,0.9,-12.92
35943 I59209,I59209,0.96,-13.48
35944 I59210,I59210,2.15,-13.05
35945 I59211,I59211,2.41,-11.97
35946 I59212,I59212,1.87,-13.06
35947 I59213,I59213,2.55,-14.37
35948 I59214,I59214,2.2,-13.09
35949 I59215,I59215,-10.12,-10.94
35950 I59216,I59216,-10.62,-11.83
35951 I59217,I59217,-10.85,-12.54
35952 I59218,I59218,0.73,-15.22
35953 I59219,I59219,0.7,-15.48
35954 I59220,I59220,1.16,-15.51
35955 I59221,I59221,-5.45,-21.34
35956 I59222,I59222,-4.46,-20.41
35957 I59223,I59223,-2.95,-18.88
35958 I59224,I59224,-1.14,-16.84
35959 I59225,I59225,-2.59,-19.37
35960 I59226,I59226,-3.83,-20.06
35961 I59227,I59227,-3.56,-19.31
35962 I59228,I59228,-1.62,-17.98
35963 I59229,I59229,-0.94,-19.52
35964 I59230,I59230,-1.09,-17.46
35965 I59231,I59231,0.48,-16.79
35966 I59232,I59232,0.25,-17.1
35967 I59233,I59233,-0.16,-17.43
35968 I59234,I59234,0.31,-16.79
35969 I59235,I59235,0.26,-17.58
35970 I59237,I59237,2.13,-18.08
35971 I59238,I59238,-0.22,-18.7
35972 I59241,I59241,-4.44,-20.66
35973 I59242,I59242,-2.25,-20.19
35974 I59243,I59243,-0.31,-17.29
35975 I59253,I59253,-4.65,-17.12
35976 I59254,I59254,-1.11,-14.47
35977 I59255,I59255,0.27,-18.01
35978 I59256,I59256,-2.8,-21.94
35979 I59257,I59257,2.99,-18.37
35980 I59258,I59258,-4.8,-17.68
35981 I59259,I59259,-3.7,-20.47
35982 I59260,I59260,-4.38,-16.87
35983 I59261,I59261,-1.92,-22.99
35984 I59262,I59262,-0.22,-21.34
35985 I59263,I59263,-3.08,-15.04
35986 I59264,I59264,-6.15,-18.4
35987 I59265,I59265,-1.39,-20.52
35988 I59267,I59267,3.74,-13.42
35989 I59268,I59268,-1.03,-20.64
35990 I59269,I59269,3.28,-15.1
35991 I59270,I59270,1.53,-11.57
35992 I59272,I59272,1.17,-14.55
35993 I59278,I59278,2.72,-15.79
35994 I59279,I59279,3.35,-14.99
35995 I59280,I59280,1.74,-17.75
35996 I59281,I59281,0.3,-17.55
35997 I59282,I59282,1.12,-17.17
35998 I59283,I59283,-2.77,-19.6
35999 I59284,I59284,-2.83,-20.86
36000 I59285,I59285,4.75,-14.98
36001 I59286,I59286,5.63,-14.15
36002 I59287,I59287,4.41,-14.96
36003 I59288,I59288,4.66,-15.86
36004 I59289,I59289,3.39,-15.84
36005 I59290,I59290,-4.09,-28.18
36006 I59291,I59291,-3.02,-26.03
36007 I59292,I59292,-3.31,-26.9
36008 I59293,I59293,-2.16,-19.85
36009 I59294,I59294,-4.11,-28.67
36010 I59295,I59295,-13.33,-33.89
36011 I59296,I59296,-12.69,-27.15
36012 I59297,I59297,-4.72,-15.7
36013 I59298,I59298,-2.84,-19.49
36014 I59299,I59299,1.41,-11.62
36015 I59300,I59300,0.67,-11.76
36016 I59301,I59301,-6.74,-16.28
36017 I59302,I59302,0.04,-14.53
36018 I59304,I59304,-5.84,-22.28
36019 I59305,I59305,-5.98,-22.21
36020 I59306,I59306,-4.42,-20.87
36021 I59307,I59307,-3.02,-24.49
36022 I59308,I59308,3.75,-14.97
36023 I59309,I59309,3.33,-15.38
36024 I59310,I59310,3.98,-17.41
36025 I59311,I59311,3.89,-15.88
36026 I59312,I59312,4.82,-15.79
36027 I59313,I59313,4.4,-14.97
36028 I59314,I59314,5.61,-11.73
36029 I59315,I59315,-3.47,-19.26
36030 I59316,I59316,-2.56,-16.96
36031 I59317,I59317,-10.14,-26.11
36032 I59318,I59318,-10.27,-25.55
36033 I59319,I59319,-6.91,-20.09
36034 I59320,I59320,-18.15,-19.35
36035 I59321,I59321,-16.43,-13.4
36036 I59322,I59322,-16.33,-10.61
36037 I59323,I59323,-15.61,-9.93
36038 I59324,I59324,-16.62,-11.25
36039 I59326,I59326,1.76,-15.33
36040 I59327,I59327,4.29,-13.99
36041 I59328,I59328,6.26,-13.67
36042 I59329,I59329,7.15,-11.66
36043 I59330,I59330,0.96,-15.22
36044 I59331,I59331,2.56,-15.3
36045 I59332,I59332,2.49,-16.52
36046 I59333,I59333,1.5,-14.65
36047 I59334,I59334,5.86,-13.76
36048 I59335,I59335,2.1,-15.24
36049 I59336,I59336,5.11,-12.05
36050 I59337,I59337,2.42,-13.36
36051 I59338,I59338,4.84,-12.32
36052 I59339,I59339,3.9,-13.25
36053 I59340,I59340,5.77,-11.26
36054 I59341,I59341,5.67,-10.64
36055 I59342,I59342,7.49,-10.3
36056 I59343,I59343,8.13,-9.6
36057 I59344,I59344,9.31,-9.84
36058 I59345,I59345,6.83,-11.82
36059 I59346,I59346,5.84,-12.55
36060 I59347,I59347,6.39,-12.17
36061 I59348,I59348,6.51,-12.21
36062 I59349,I59349,4.53,-12.34
36063 I59350,I59350,2.98,-13.41
36064 I59351,I59351,5.15,-12.81
36065 I59352,I59352,3.22,-12.36
36066 I59353,I59353,3.75,-12.58
36067 I59354,I59354,6.48,-11.36
36068 I59355,I59355,4.37,-12.07
36069 I59356,I59356,3.77,-11.87
36070 I59357,I59357,5.64,-11.3
36071 I59358,I59358,8.99,-10.89
36072 I59359,I59359,5.29,-10.78
36073 I59360,I59360,7.01,-10.48
36074 I59361,I59361,8.42,-11.54
36075 I59362,I59362,5.57,-13.67
36076 I59363,I59363,9.02,-10.79
36077 I59364,I59364,-0.63,-14.95
36078 I59365,I59365,1.31,-13.58
36079 I59366,I59366,2.46,-12.39
36080 I59367,I59367,-8.81,-10.61
36081 I59368,I59368,-0.98,-12.2
36082 I59369,I59369,-0.37,-14.16
36083 I59370,I59370,1.14,-13
36084 I59371,I59371,-0.35,-11.87
36085 I59372,I59372,3.02,-12.6
36086 I59373,I59373,3.08,-12.09
36087 I59374,I59374,3.06,-12.47
36088 I59375,I59375,-11.25,-10.83
36089 I59376,I59376,-11.09,-11.44
36090 I59377,I59377,-11.14,-11.59
36091 I59378,I59378,-8.84,-11.61
36092 I59379,I59379,-2.08,-16.47
36093 I59380,I59380,1.99,-13.85
36094 I59381,I59381,-11.3,-11.09
36095 I59382,I59382,-3,-17.2
36096 I59383,I59383,-5,-21.43
36097 I59384,I59384,-1.22,-16.67
36098 I59385,I59385,2.49,-14.52
36099 I59386,I59386,2.69,-13.72
36100 I59387,I59387,0.79,-15.02
36101 I59388,I59388,0.54,-15.28
36102 I59389,I59389,-2.1,-17.72
36103 I59390,I59390,-4,-16.79
36104 I59391,I59391,-0.48,-16.67
36105 I59393,I59393,-0.39,-16.5
36106 I59394,I59394,0.53,-15.74
36107 I59395,I59395,4.99,-13.94
36108 I59397,I59397,2.69,-10.56
36109 I59400,I59400,-1.38,-19.29
36110 I59402,I59402,-4.67,-21.97
36111 I59403,I59403,-4.82,-20.87
36112 I59404,I59404,-5.1,-21.42
36113 I59405,I59405,2.3,-16.03
36114 I59412,I59412,-2.95,-24.91
36115 I59413,I59413,5.26,-12.91
36116 I59414,I59414,-3.95,-27.71
36117 I59415,I59415,1.27,-17.34
36118 I59416,I59416,-9.04,-13.4
36119 I59417,I59417,-9.17,-13.45
36120 I59418,I59418,-8.47,-16.21
36121 I59419,I59419,-1.34,-22.78
36122 I59420,I59420,-1.93,-23.43
36123 I59421,I59421,0.17,-20.72
36124 I59422,I59422,-1.52,-16.83
36125 I59423,I59423,-1.3,-18.94
36126 I59424,I59424,-6.19,-13.42
36127 I59425,I59425,-4.92,-14.81
36128 I59426,I59426,3.15,-13.34
36129 I59428,I59428,2.67,-12.35
36130 I59430,I59430,2.72,-13.71
36131 I59431,I59431,-2.43,-18.83
36132 I59440,I59440,6.53,-15.9
36133 I59441,I59441,2.56,-15.59
36134 I59442,I59442,1.08,-18.04
36135 I59443,I59443,-1.46,-19.75
36136 I59444,I59444,0.99,-16.97
36137 I59445,I59445,-3.15,-20.11
36138 I59446,I59446,-0.56,-19.28
36139 I59447,I59447,6.31,-13.92
36140 I59448,I59448,5.96,-13.89
36141 I59449,I59449,0.89,-18.63
36142 I59450,I59450,4.93,-14.59
36143 I59451,I59451,-1.62,-20.32
36144 I59452,I59452,0.31,-16.28
36145 I59453,I59453,-1.67,-19.75
36146 I59454,I59454,-2.43,-26.49
36147 I59455,I59455,-2.84,-26.77
36148 I59456,I59456,-3.73,-29.18
36149 I59457,I59457,-3.47,-29.16
36150 I59458,I59458,-12.33,-33.76
36151 I59459,I59459,-11.77,-19.57
36152 I59460,I59460,-4.6,-22.05
36153 I59461,I59461,-1.3,-17.56
36154 I59464,I59464,-7.57,-22.94
36155 I59465,I59465,-4.66,-20.97
36156 I59466,I59466,-3.8,-20.27
36157 I59467,I59467,-4.8,-21.4
36158 I59468,I59468,-3.98,-21.93
36159 I59469,I59469,2.89,-15.33
36160 I59470,I59470,0.32,-18.92
36161 I59471,I59471,2.91,-19.74
36162 I59472,I59472,-0.35,-23.06
36163 I59473,I59473,4.55,-14.78
36164 I59474,I59474,5.62,-14.03
36165 I59475,I59475,8.07,-11.14
36166 I59476,I59476,-3.51,-21.62
36167 I59477,I59477,-3.81,-19.11
36168 I59478,I59478,-0.62,-16.16
36169 I59479,I59479,-0.66,-18.18
36170 I59480,I59480,-3.03,-18.19
36171 I59481,I59481,-18.04,-20.27
36172 I59482,I59482,-15.33,-11.76
36173 I59483,I59483,-14.52,-10.99
36174 I59484,I59484,-17.43,-12.31
36175 I59485,I59485,-14.69,-10.47
36176 I59487,I59487,-7.6,-27.86
36177 I59488,I59488,7.11,-12.58
36178 I59489,I59489,6,-12.91
36179 I59490,I59490,5.84,-13.06
36180 I59491,I59491,0.24,-16.09
36181 I59492,I59492,1.87,-15.18
36182 I59493,I59493,0.95,-18.02
36183 I59494,I59494,2.83,-15.77
36184 I59495,I59495,1.37,-16.08
36185 I59496,I59496,6.12,-11.54
36186 I59497,I59497,5.65,-11.14
36187 I59498,I59498,7.24,-11.75
36188 I59499,I59499,5.46,-11.68
36189 I59500,I59500,5.74,-11.21
36190 I59501,I59501,6.83,-11.04
36191 I59502,I59502,6.38,-11.06
36192 I59503,I59503,7.6,-10.6
36193 I59504,I59504,8.91,-9.55
36194 I59505,I59505,8.55,-9.73
36195 I59506,I59506,5.81,-11.55
36196 I59507,I59507,6.63,-11.7
36197 I59508,I59508,5.31,-12.35
36198 I59509,I59509,5.32,-12.93
36199 I59510,I59510,6.12,-12.95
36200 I59511,I59511,4.18,-12.7
36201 I59512,I59512,5.62,-12.33
36202 I59513,I59513,4.57,-12.56
36203 I59514,I59514,4.49,-12.61
36204 I59515,I59515,5.86,-11.99
36205 I59516,I59516,4.98,-11.78
36206 I59517,I59517,6.74,-12.24
36207 I59518,I59518,3.11,-11.42
36208 I59519,I59519,5.36,-10.73
36209 I59520,I59520,4.8,-10.53
36210 I59521,I59521,4.47,-10.25
36211 I59522,I59522,8.39,-12.07
36212 I59523,I59523,5.99,-12.77
36213 I59524,I59524,1.71,-15.98
36214 I59525,I59525,-2.44,-17.76
36215 I59526,I59526,1.63,-13.02
36216 I59527,I59527,1.35,-12.7
36217 I59528,I59528,-0.75,-12.76
36218 I59529,I59529,1.05,-12.64
36219 I59530,I59530,0.32,-13.27
36220 I59531,I59531,0.69,-13.85
36221 I59532,I59532,0.58,-14.25
36222 I59533,I59533,0.64,-11.38
36223 I59534,I59534,2.74,-12.38
36224 I59535,I59535,2.63,-12.58
36225 I59536,I59536,-11.91,-10.78
36226 I59537,I59537,-11.17,-11.52
36227 I59538,I59538,-2.51,-16.51
36228 I59539,I59539,-12.97,-12.8
36229 I59540,I59540,-9.6,-16.19
36230 I59541,I59541,-0.82,-15.08
36231 I59542,I59542,-9.56,-11.75
36232 I59543,I59543,-6.48,-13.82
36233 I59544,I59544,-0.69,-15.8
36234 I59545,I59545,-0.41,-15.26
36235 I59546,I59546,2.36,-12.97
36236 I59547,I59547,2.46,-13.06
36237 I59548,I59548,-11.54,-10.93
36238 I59549,I59549,1.56,-13.11
36239 I59550,I59550,2.96,-11.55
36240 I59551,I59551,0.06,-15.65
36241 I59552,I59552,-0.71,-18.14
36242 I59555,I59555,3.76,-14.61
36243 I59556,I59556,0.56,-16.99
36244 I59561,I59561,-0.47,-18.43
36245 I59563,I59563,-4,-20.62
36246 I59564,I59564,-3.35,-18.58
36247 I59565,I59565,-5.39,-22.21
36248 I59566,I59566,2.66,-15.64
36249 I59575,I59575,6.3,-12.3
36250 I59576,I59576,0.88,-16.12
36251 I59577,I59577,4.37,-14.04
36252 I59578,I59578,2.96,-19.26
36253 I59579,I59579,5.28,-15.46
36254 I59580,I59580,-4.78,-28.94
36255 I59581,I59581,-8.85,-13.67
36256 I59582,I59582,-1.65,-17.62
36257 I59583,I59583,-1.71,-16.87
36258 I59584,I59584,-1.62,-23.7
36259 I59585,I59585,-0.49,-21.1
36260 I59586,I59586,-3.75,-15.04
36261 I59587,I59587,-0.02,-20.87
36262 I59588,I59588,3.13,-14.54
36263 I59589,I59589,2.26,-11.76
36264 I59590,I59590,2.22,-11.96
36265 I59591,I59591,2.67,-15.65
36266 I59592,I59592,3.7,-12.91
36267 I59593,I59593,2.99,-14.59
36268 I59606,I59606,2.87,-15.27
36269 I59607,I59607,-0.92,-18.24
36270 I59608,I59608,-0.99,-18.2
36271 I59609,I59609,-4.74,-24.71
36272 I59610,I59610,3.02,-16
36273 I59611,I59611,1.22,-18
36274 I59612,I59612,5.93,-13.82
36275 I59613,I59613,3.16,-17.58
36276 I59614,I59614,2.99,-16.07
36277 I59615,I59615,2.77,-16.28
36278 I59616,I59616,2.02,-17.07
36279 I59617,I59617,-3.24,-28.7
36280 I59618,I59618,-3.23,-28.87
36281 I59619,I59619,-4.19,-28.93
36282 I59620,I59620,-4.33,-28.63
36283 I59621,I59621,-4.25,-28.59
36284 I59622,I59622,0.97,-15.01
36285 I59623,I59623,-3.58,-28.37
36286 I59624,I59624,-12.38,-32.98
36287 I59625,I59625,-12.53,-32.77
36288 I59627,I59627,0.9,-11.79
36289 I59628,I59628,-9.69,-30.84
36290 I59629,I59629,-7.62,-29.39
36291 I59630,I59630,-4.46,-21.04
36292 I59631,I59631,-4.44,-20.75
36293 I59632,I59632,-3.49,-20.44
36294 I59633,I59633,0.49,-18.25
36295 I59634,I59634,-0.09,-17.88
36296 I59635,I59635,1.92,-18.7
36297 I59636,I59636,2.08,-18.09
36298 I59637,I59637,4.95,-15.27
36299 I59638,I59638,4.31,-18.09
36300 I59639,I59639,6.09,-12.29
36301 I59640,I59640,-0.52,-17.94
36302 I59641,I59641,-0.85,-17.78
36303 I59642,I59642,-0.82,-16.4
36304 I59643,I59643,-8.35,-30.14
36305 I59644,I59644,-5.76,-20.31
36306 I59645,I59645,-17.79,-16.55
36307 I59646,I59646,-17.59,-16.83
36308 I59647,I59647,-14.79,-13
36309 I59648,I59648,-18,-14.5
36310 I59649,I59649,-7.3,-27.53
36311 I59650,I59650,0.61,-15.95
36312 I59651,I59651,5.64,-13.69
36313 I59652,I59652,7.43,-13.02
36314 I59653,I59653,5.6,-13.49
36315 I59654,I59654,-1.11,-18.79
36316 I59655,I59655,-1.66,-17.89
36317 I59656,I59656,-2.65,-18.53
36318 I59657,I59657,-0.9,-17.41
36319 I59658,I59658,-1.82,-15.53
36320 I59659,I59659,5.85,-12.08
36321 I59660,I59660,2.86,-12.14
36322 I59661,I59661,1.81,-12.39
36323 I59662,I59662,5.49,-10.96
36324 I59663,I59663,4.16,-11.18
36325 I59664,I59664,6.52,-10.49
36326 I59665,I59665,6,-10.96
36327 I59666,I59666,5.41,-10.41
36328 I59667,I59667,8.98,-9.8
36329 I59668,I59668,7.81,-9.41
36330 I59669,I59669,5.57,-11.21
36331 I59670,I59670,7.67,-11.46
36332 I59671,I59671,4.19,-12.47
36333 I59672,I59672,4.71,-12.57
36334 I59673,I59673,4.07,-13.08
36335 I59674,I59674,5.61,-11.74
36336 I59675,I59675,4.05,-11.74
36337 I59676,I59676,5.79,-11.33
36338 I59677,I59677,3.75,-11.74
36339 I59678,I59678,4.46,-11.05
36340 I59679,I59679,3.88,-11.29
36341 I59680,I59680,3.16,-11.29
36342 I59681,I59681,3.61,-11.61
36343 I59682,I59682,5.1,-10.57
36344 I59683,I59683,4.84,-10.37
36345 I59684,I59684,7.5,-9.88
36346 I59685,I59685,9.03,-10.64
36347 I59686,I59686,4.1,-11.89
36348 I59687,I59687,2.61,-12.78
36349 I59688,I59688,1.42,-12.42
36350 I59689,I59689,4.46,-11.51
36351 I59690,I59690,3.1,-12.12
36352 I59691,I59691,1.03,-12.71
36353 I59692,I59692,-7.27,-9.99
36354 I59693,I59693,0.26,-14.14
36355 I59694,I59694,0.43,-13.97
36356 I59695,I59695,0.95,-12.72
36357 I59696,I59696,2.94,-12.54
36358 I59697,I59697,2.43,-12.69
36359 I59698,I59698,2.76,-12.77
36360 I59699,I59699,-11.93,-11.08
36361 I59700,I59700,-3.8,-12.01
36362 I59701,I59701,-11.65,-12.16
36363 I59702,I59702,-14.23,-13.47
36364 I59703,I59703,-8.58,-13.89
36365 I59704,I59704,-12.53,-12.11
36366 I59705,I59705,-12.55,-12.08
36367 I59706,I59706,-1.51,-15.68
36368 I59707,I59707,0.81,-14.77
36369 I59708,I59708,1.18,-14.64
36370 I59709,I59709,-0.78,-11.69
36371 I59710,I59710,3.25,-12.76
36372 I59711,I59711,-2.23,-12.98
36373 I59712,I59712,-12.23,-10.96
36374 I59713,I59713,-2.51,-13.18
36375 I59714,I59714,-0.36,-16.97
36376 I59715,I59715,0.51,-14.81
36377 I59716,I59716,0.26,-16.35
36378 I59718,I59718,-1.14,-17.12
36379 I59725,I59725,-0.65,-13.45
36380 I59726,I59726,-6.63,-21.14
36381 I59727,I59727,-4.21,-21.25
36382 I59728,I59728,-4.58,-23.97
36383 I59729,I59729,-0.02,-19.62
36384 I59731,I59731,-4.03,-16.91
36385 I59732,I59732,-4.55,-16.13
36386 I59740,I59740,7.66,-11.06
36387 I59741,I59741,11.87,-11.64
36388 I59742,I59742,7.66,-14.92
36389 I59743,I59743,2.55,-16.75
36390 I59744,I59744,0.49,-18.57
36391 I59745,I59745,-0.92,-26.4
36392 I59746,I59746,-1.54,-23.34
36393 I59747,I59747,-8.94,-15.2
36394 I59748,I59748,-0.49,-21.85
36395 I59749,I59749,-8.23,-14.91
36396 I59750,I59750,-2.5,-22.72
36397 I59751,I59751,2,-18.41
36398 I59752,I59752,4.83,-16.28
36399 I59753,I59753,3.56,-13.27
36400 I59754,I59754,2.24,-11.73
36401 I59755,I59755,3.11,-13.18
36402 I59756,I59756,-4.76,-15.64
36403 I59757,I59757,2.76,-14.14
36404 I59758,I59758,2.61,-13.6
36405 I59760,I59760,2.11,-12.75
36406 I59772,I59772,1.52,-16.48
36407 I59773,I59773,2.46,-15.5
36408 I59774,I59774,-1.38,-19.93
36409 I59775,I59775,-0.95,-20.98
36410 I59776,I59776,5.56,-14.08
36411 I59777,I59777,6.03,-13.58
36412 I59781,I59781,-3.7,-16.78
36413 I59782,I59782,-11.52,-31.05
36414 I59783,I59783,-2.53,-25.84
36415 I59784,I59784,0.63,-17.69
36416 I59785,I59785,-3.58,-29.26
36417 I59786,I59786,-2.28,-26.39
36418 I59787,I59787,-3.56,-28.53
36419 I59788,I59788,-4.5,-20.1
36420 I59789,I59789,0.7,-14.89
36421 I59790,I59790,-0.39,-19.17
36422 I59792,I59792,-0.43,-14.89
36423 I59794,I59794,-4.48,-21.44
36424 I59797,I59797,-2.17,-19.35
36425 I59798,I59798,0.22,-17.57
36426 I59799,I59799,3.5,-15.08
36427 I59800,I59800,4.04,-14.97
36428 I59801,I59801,2.34,-17.38
36429 I59802,I59802,7.89,-12.57
36430 I59803,I59803,4.6,-17.98
36431 I59804,I59804,4.79,-14.44
36432 I59805,I59805,-7.38,-25.91
36433 I59806,I59806,-3.75,-21.56
36434 I59807,I59807,-3.75,-21.37
36435 I59808,I59808,-13.82,-33.26
36436 I59809,I59809,-7.9,-22.89
36437 I59810,I59810,-13.71,-13.66
36438 I59811,I59811,-13.98,-14.07
36439 I59812,I59812,-15.11,-16.17
36440 I59813,I59813,-18.63,-14.57
36441 I59816,I59816,-7.76,-26.87
36442 I59818,I59818,3.18,-20.37
36443 I59819,I59819,0.9,-15.08
36444 I59820,I59820,0.49,-15.9
36445 I59821,I59821,3.25,-13.24
36446 I59822,I59822,-0.4,-15.43
36447 I59823,I59823,0.69,-15.02
36448 I59824,I59824,3.01,-12.91
36449 I59825,I59825,0.58,-14.24
36450 I59826,I59826,1.72,-13.96
36451 I59827,I59827,0.6,-13.69
36452 I59828,I59828,6.53,-10.7
36453 I59829,I59829,5.71,-10.91
36454 I59830,I59830,4.42,-10.42
36455 I59831,I59831,7.7,-10.13
36456 I59832,I59832,6.08,-10.83
36457 I59833,I59833,6.2,-10
36458 I59834,I59834,7.27,-10.03
36459 I59835,I59835,3.87,-13.07
36460 I59836,I59836,3.97,-12.94
36461 I59837,I59837,3.62,-13.55
36462 I59838,I59838,3,-14.51
36463 I59839,I59839,1.75,-14.14
36464 I59840,I59840,3.82,-12.83
36465 I59841,I59841,4.95,-12.39
36466 I59842,I59842,3.66,-12.61
36467 I59843,I59843,5.37,-12.74
36468 I59844,I59844,1.92,-14.11
36469 I59845,I59845,2.73,-12.71
36470 I59846,I59846,2.28,-13.52
36471 I59847,I59847,1.89,-13.61
36472 I59848,I59848,2.18,-13.79
36473 I59849,I59849,3.27,-12.26
36474 I59850,I59850,4.31,-11.16
36475 I59851,I59851,9.01,-11.07
36476 I59852,I59852,5.77,-11.74
36477 I59853,I59853,2.57,-13.18
36478 I59854,I59854,5.19,-11.62
36479 I59855,I59855,4.72,-11.52
36480 I59856,I59856,-0.71,-14.76
36481 I59857,I59857,-8.7,-10.03
36482 I59858,I59858,-0.83,-12.62
36483 I59859,I59859,-8.75,-11.11
36484 I59860,I59860,0.75,-14.36
36485 I59861,I59861,-2.21,-14.75
36486 I59862,I59862,-11.38,-10.81
36487 I59863,I59863,2.71,-12.95
36488 I59864,I59864,-4.49,-12.8
36489 I59865,I59865,3.48,-12.6
36490 I59866,I59866,2.17,-12.94
36491 I59867,I59867,-11.47,-11.33
36492 I59868,I59868,-6.68,-15.07
36493 I59869,I59869,-13.27,-13.24
36494 I59870,I59870,-12.67,-12.12
36495 I59871,I59871,-12.8,-12.52
36496 I59872,I59872,-9.09,-12.95
36497 I59873,I59873,-13.21,-12.77
36498 I59874,I59874,-7.81,-13.03
36499 I59875,I59875,-12.78,-11.51
36500 I59876,I59876,1.96,-15.01
36501 I59877,I59877,-2.91,-13.23
36502 I59878,I59878,-12.3,-11.78
36503 I59879,I59879,3.69,-13.84
36504 I59880,I59880,-1.1,-12.02
36505 I59881,I59881,-1.11,-16.44
36506 I59891,I59891,-3.56,-20.54
36507 I59892,I59892,-4.29,-21.92
36508 I59893,I59893,-2.23,-22.09
36509 I59894,I59894,-3.42,-19.4
36510 I59896,I59896,2.35,-20.3
36511 I59906,I59906,10.01,-11.54
36512 I59907,I59907,7.87,-10.67
36513 I59908,I59908,11.9,-11.42
36514 I59909,I59909,5.97,-14.71
36515 I59910,I59910,-1.42,-19.14
36516 I59911,I59911,0.5,-14.39
36517 I59912,I59912,-1.24,-26.57
36518 I59913,I59913,-1.44,-26.39
36519 I59914,I59914,-3.27,-28.32
36520 I59915,I59915,-8.86,-15.52
36521 I59916,I59916,-7.43,-16.2
36522 I59917,I59917,-2.04,-23.57
36523 I59918,I59918,4.52,-16.59
36524 I59919,I59919,2.4,-18.22
36525 I59920,I59920,4.11,-15.77
36526 I59921,I59921,2.19,-12.08
36527 I59922,I59922,-4.04,-16.23
36528 I59923,I59923,-3.24,-22.54
36529 I59924,I59924,-4.26,-20.64
36530 I59925,I59925,2.93,-15.26
36531 I59926,I59926,-1.11,-20.52
36532 I59927,I59927,-3.65,-18.36
36533 I59939,I59939,4.74,-14.86
36534 I59943,I59943,-2.63,-16.48
36535 I59944,I59944,-1.89,-18.45
36536 I59945,I59945,0.67,-15.88
36537 I59946,I59946,-2.56,-20.49
36538 I59947,I59947,-4.81,-20.88
36539 I59948,I59948,-5.61,-26.54
36540 I59949,I59949,-5.72,-20.97
36541 I59950,I59950,-6.38,-17.31
36542 I59951,I59951,-0.34,-18.92
36543 I59952,I59952,-0.25,-11.85
36544 I59953,I59953,-0.25,-11.88
36545 I59954,I59954,-0.99,-22.03
36546 I59957,I59957,0.86,-16.07
36547 I59958,I59958,-0.63,-18.14
36548 I59959,I59959,-0.87,-20.03
36549 I59960,I59960,-0.38,-18.54
36550 I59961,I59961,2.92,-16.09
36551 I59962,I59962,4.91,-14.81
36552 I59963,I59963,6.81,-14.13
36553 I59964,I59964,2.88,-16.9
36554 I59965,I59965,1.62,-16.64
36555 I59966,I59966,1.28,-20.18
36556 I59967,I59967,-0.36,-16.62
36557 I59968,I59968,-4.86,-18.59
36558 I59969,I59969,-1.3,-17.3
36559 I59970,I59970,-14.28,-12.08
36560 I59971,I59971,-13.91,-13.11
36561 I59972,I59972,-14.67,-12.6
36562 I59973,I59973,-19.08,-16.03
36563 I59978,I59978,-1.51,-18.4
36564 I59979,I59979,-2.25,-20.19
36565 I59980,I59980,-1.61,-20.68
36566 I59984,I59984,-4.04,-19.24
36567 I59985,I59985,0.01,-15.49
36568 I59986,I59986,1.62,-14.6
36569 I59987,I59987,0.09,-14.09
36570 I59988,I59988,4.69,-11.48
36571 I59989,I59989,5.32,-11.3
36572 I59990,I59990,7.62,-10.56
36573 I59991,I59991,6.58,-10.19
36574 I59992,I59992,5.94,-10.47
36575 I59993,I59993,9.37,-9.69
36576 I59994,I59994,6.54,-9.59
36577 I59995,I59995,6.55,-10.55
36578 I59996,I59996,4.17,-14.12
36579 I59997,I59997,0.09,-14.68
36580 I59998,I59998,1.27,-15.98
36581 I59999,I59999,2.27,-14.17
36582 I60000,I60000,2.17,-12.98
36583 I60001,I60001,3.93,-12.77
36584 I60002,I60002,4.2,-12.79
36585 I60003,I60003,4.04,-12.95
36586 I60004,I60004,2.09,-14.41
36587 I60005,I60005,0.7,-13.9
